"Genename","X","GENE","CHR","START","STOP","NSNPS","NPARAM","N","ZSTAT","P","X.1","cell_type","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"EIF4E3",921,317649,3,71718440,71838924,421,51,455258,2.178,0.014702,NA,"endothelial",0.0648244897857776,0.832831234603195,0.25,0,1
"EIF4G3",301,8672,1,21122785,21538381,1111,36,455258,3.4334,0.00029808,NA,"hybrid",0.0729354166543341,-0.266902243094474,0.689,0.725,1
"EIF4G3",301,8672,1,21122785,21538381,1111,36,455258,3.4334,0.00029808,NA,"endothelial",0.754957067790266,-0.33682971605756,0.625,0.714,1
"EIF4G3",301,8672,1,21122785,21538381,1111,36,455258,3.4334,0.00029808,NA,"macrophage",0.442770873987768,-0.526196776458283,0.4,0.75,1
"ENAH",587,55740,1,225664534,225875845,652,45,455258,3.9441,4.0049e-05,NA,"macrophage",0.502334954360502,0.574805129781368,0.2,0,1
"ENAH",587,55740,1,225664534,225875845,652,45,455258,3.9441,4.0049e-05,NA,"endothelial",0.106823312732276,-1.03730692081794,0.25,0.714,1
"ENAH",587,55740,1,225664534,225875845,652,45,455258,3.9441,4.0049e-05,NA,"opc",5.72212794268667e-09,-0.261154717423967,0.706,0.728,0.000156746250734016
"EPC1",697,80314,10,32546644,32702726,731,52,455258,3.0631,0.0010952,NA,"endothelial",0.590890662326577,0.580969201803709,0.5,0.571,1
"EPC1",697,80314,10,32546644,32702726,731,52,455258,3.0631,0.0010952,NA,"macrophage",0.124772736043723,1.39963519804253,0.8,0.25,1
"EPHA1",78,2041,7,143078205,143140985,219,46,455258,6.6487,1.4787e-11,NA,"macrophage",0.502334954360502,0.957919848624492,0.2,0,1
"EPHX2",80,2053,8,27313519,27412439,477,50,455258,3.657,0.0001276,NA,"macrophage",0.502334954360502,0.870931831760235,0.2,0,1
"EPS8",81,2059,12,15763075,15977510,342,71,455258,2.6552,0.0039634,NA,"endothelial",0.0185373390951049,1.23783119632566,1,0.929,1
"EPS8",81,2059,12,15763075,15977510,342,71,455258,2.6552,0.0039634,NA,"macrophage",0.902116593107254,-0.395925193213766,1,0.5,1
"ERCC1",82,2067,19,45900591,46017241,454,55,455258,4.6304,1.8252e-06,NA,"endothelial",0.681566892794477,0.256789971518187,0.125,0.071,1
"ERCC6",84,2074,10,50652526,50782169,461,40,455258,2.104,0.01769,NA,"macrophage",0.502334954360502,0.839116803525182,0.2,0,1
"ERCC6",84,2074,10,50652526,50782169,461,40,455258,2.104,0.01769,NA,"endothelial",0.219302649679319,0.558705919705714,0.125,0,1
"EXT1",86,2131,8,118801602,119159058,1264,90,455258,2.3218,0.010122,NA,"macrophage",0.308369335861521,-1.23419395981737,0.2,0.5,1
"EXT1",86,2131,8,118801602,119159058,1264,90,455258,2.3218,0.010122,NA,"endothelial",0.010947084718701,-2.94005969237171,0.25,0.714,1
"FAF1",415,11124,1,50896935,51460936,1334,54,455258,3.0735,0.0010578,NA,"hybrid",0.110211411315802,-0.328871814726778,0.576,0.637,1
"FAF1",415,11124,1,50896935,51460936,1334,54,455258,3.0735,0.0010578,NA,"macrophage",1,-0.963244955441165,0.6,0.5,1
"FAF1",415,11124,1,50896935,51460936,1334,54,455258,3.0735,0.0010578,NA,"endothelial",0.16797519235138,-0.411467352125217,0.375,0.929,1
"FAM110B",753,90362,8,58872068,59072277,582,53,455258,2.4045,0.0080982,NA,"hybrid",0.190689960020146,0.254854832703754,0.295,0.262,1
"FAM110B",753,90362,8,58872068,59072277,582,53,455258,2.4045,0.0080982,NA,"endothelial",0.612071396358233,-0.70064902688211,0.125,0.214,1
"FAM135B",510,51059,8,139132266,139544065,1779,146,455258,2.7603,0.0028872,NA,"hybrid",0.101041716674992,-0.309056879043486,0.367,0.422,1
"FAM135B",510,51059,8,139132266,139544065,1779,146,455258,2.7603,0.0028872,NA,"macrophage",0.866815285127422,-0.386691171697518,0.2,0.25,1
"FAM177A1",898,283635,14,35479113,35562589,364,28,455258,2.1435,0.016035,NA,"macrophage",0.371093369522698,-1.35426173459129,0,0.25,1
"FAM177A1",898,283635,14,35479113,35562589,364,28,455258,2.1435,0.016035,NA,"endothelial",0.0648244897857776,0.832831234603195,0.25,0,1
"FAM193B",538,54540,5,176936790,177016548,198,27,455258,3.0243,0.0012462,NA,"endothelial",0.173235754128996,-0.732220924406881,0.125,0.429,1
"FAM193B",538,54540,5,176936790,177016548,198,27,455258,3.0243,0.0012462,NA,"macrophage",0.560509091438514,0.585193032206399,0.4,0.25,1
"FAM19A2",923,338811,12,62092029,62621620,2269,114,455258,2.0502,0.020173,NA,"macrophage",0.866815285127422,-0.837832277376988,0.2,0.25,1
"FAM19A2",923,338811,12,62092029,62621620,2269,114,455258,2.0502,0.020173,NA,"neurons",1.84660148068136e-38,0.310489841881856,0.876,0.86,5.05839543603046e-34
"FAM219B",619,57184,15,75182328,75234462,146,24,455258,2.4911,0.0063671,NA,"endothelial",0.229902909174636,0.857206376525814,0.25,0.071,1
"FAM96A",723,84191,15,64354761,64421207,220,31,455258,2.3283,0.0099471,NA,"macrophage",0.371093369522698,-1.41263740715836,0,0.25,1
"FBXL19",540,54620,16,30899392,30970104,112,17,455258,3.9464,3.9672e-05,NA,"endothelial",0.681566892794477,0.254582008743723,0.125,0.071,1
"FBXO46",446,23403,19,46203887,46269151,164,34,455258,3.607,0.00015485,NA,"macrophage",0.502334954360502,1.01094337768658,0.2,0,1
"FBXO46",446,23403,19,46203887,46269151,164,34,455258,3.607,0.00015485,NA,"endothelial",0.0648244897857776,0.592752198544502,0.25,0,1
"FCER1G",92,2207,1,161150087,161199038,171,46,455258,4.9611,3.5056e-07,NA,"macrophage",0.308369335861521,-1.15530961663866,0.2,0.5,1
"FERMT2",399,10979,14,53313989,53452856,489,41,455258,3.7007,0.00010752,NA,"endothelial",0.310583331382041,-0.681046818233351,0.5,0.714,1
"FKBP5",94,2289,6,35531362,35731360,661,52,455258,2.6103,0.004523,NA,"oligodendrocytes",0,1.70151085238754,0.638,0.186,0
"FKBP5",94,2289,6,35531362,35731360,661,52,455258,2.6103,0.004523,NA,"opc",9.61417672800744e-61,0.722760939577366,0.752,0.473,2.63361143110308e-56
"FKBP5",94,2289,6,35531362,35731360,661,52,455258,2.6103,0.004523,NA,"endothelial",0.0980286052550271,1.57337956540239,0.875,0.643,1
"FKBP5",94,2289,6,35531362,35731360,661,52,455258,2.6103,0.004523,NA,"astrocytes",4.17002652546404e-31,0.72395131568404,0.622,0.407,1.14229536612037e-26
"FKBP5",94,2289,6,35531362,35731360,661,52,455258,2.6103,0.004523,NA,"microglia",9.09624177377113e-62,0.848224575943407,0.902,0.651,2.49173350908913e-57
"FKBP5",94,2289,6,35531362,35731360,661,52,455258,2.6103,0.004523,NA,"macrophage",0.898211943217643,-0.343730928643525,0.6,0.5,1
"FKRP",667,79147,19,47214303,47271832,173,31,455258,2.2537,0.012108,NA,"macrophage",0.371093369522698,-1.41263740715836,0,0.25,1
"FOXO3",95,2309,6,108846026,109015972,435,38,455258,2.5651,0.0051567,NA,"hybrid",0.0030923871473304,0.296819266849253,0.439,0.334,1
"FOXO3",95,2309,6,108846026,109015972,435,38,455258,2.5651,0.0051567,NA,"macrophage",0.522431284961564,1.17525554465261,0.6,0.5,1
"FRY",360,10129,13,32570269,32880794,1119,93,455258,2.1748,0.014824,NA,"macrophage",0.502334954360502,0.574805129781368,0.2,0,1
"FTO",663,79068,16,53702875,54158379,1759,160,455258,2.1329,0.016465,NA,"endothelial",0.457943612946471,0.947635746250305,0.625,0.571,1
"G6PC3",766,92579,17,42113098,42163712,124,26,455258,2.583,0.0048971,NA,"endothelial",0.304978908217208,-0.384847352164468,0,0.143,1
"GAL3ST4",674,79690,7,99746865,99801373,129,24,455258,6.1221,4.6163e-10,NA,"macrophage",0.502334954360502,0.957919848624492,0.2,0,1
"GALNT10",584,55568,5,153535295,153810544,1237,83,455258,3.9352,4.156e-05,NA,"astrocytes",1.74698354663616e-21,-0.687694436567346,0.24,0.421,4.78551202930043e-17
"GALNT10",584,55568,5,153535295,153810544,1237,83,455258,3.9352,4.156e-05,NA,"microglia",1.11963320590333e-18,0.61057055814633,0.621,0.418,3.067011240931e-14
"GAPDH",101,2597,12,6608585,6657537,206,28,455258,2.0477,0.020294,NA,"endothelial",0.167922940548256,-0.785176618731193,0.25,0.571,1
"GAPDH",101,2597,12,6608585,6657537,206,28,455258,2.0477,0.020294,NA,"astrocytes",7.70090258368643e-09,-0.310051467458613,0.524,0.615,0.000210950824474922
"GAPDH",101,2597,12,6608585,6657537,206,28,455258,2.0477,0.020294,NA,"microglia",0.355076794710724,-0.297858253090646,0.276,0.264,1
"GAPDH",101,2597,12,6608585,6657537,206,28,455258,2.0477,0.020294,NA,"macrophage",0.347654480133319,0.908550092954053,0.6,0.25,1
"GAS8",102,2622,16,90051056,90121379,417,43,455258,2.0094,0.022247,NA,"endothelial",0.229902909174636,0.493008278463602,0.25,0.071,1
"GATAD2B",622,57459,1,153767201,153930451,374,27,455258,2.0032,0.022576,NA,"endothelial",0.649857613458815,-0.380651354130313,0.25,0.357,1
"GATAD2B",622,57459,1,153767201,153930451,374,27,455258,2.0032,0.022576,NA,"hybrid",0.0375126891793463,-0.296361224170542,0.39,0.481,1
"GATAD2B",622,57459,1,153767201,153930451,374,27,455258,2.0032,0.022576,NA,"macrophage",0.502334954360502,-0.680091812209907,0.4,0.5,1
"GBP1",103,2633,1,89507987,89566043,259,25,455258,2.2577,0.011983,NA,"endothelial",0.304978908217208,-0.626735060776564,0,0.143,1
"GBP2",104,2634,1,89561815,89626842,264,22,455258,2.0652,0.019453,NA,"endothelial",0.0699206457868955,-0.949420104705981,0,0.357,1
"GBP2",104,2634,1,89561815,89626842,264,22,455258,2.0652,0.019453,NA,"macrophage",0.371093369522698,-1.35426173459129,0,0.25,1
"GDPD1",906,284161,17,57262828,57363331,249,23,455258,2.4774,0.0066171,NA,"hybrid",0.0586175524405491,-0.296078708013122,0.189,0.253,1
"GGA2",434,23062,16,23464863,23556815,244,20,455258,2.0058,0.02244,NA,"macrophage",0.109435597874024,2.63075534730897,0.6,0,1
"GHR",106,2690,5,42388577,42731980,1102,71,455258,3.0217,0.0012569,NA,"endothelial",0.591614288017981,-0.35750350572243,0.25,0.357,1
"GINM1",788,116254,6,149852528,149922067,148,27,455258,2.1597,0.015398,NA,"endothelial",0.304978908217208,-0.440361353848738,0,0.143,1
"GINM1",788,116254,6,149852528,149922067,148,27,455258,2.1597,0.015398,NA,"macrophage",0.240420786368435,1.5079580844688,0.4,0,1
"GLCCI1",780,113263,7,7973374,8138710,748,51,455258,2.6434,0.0041037,NA,"astrocytes",9.11738883510346e-06,0.301948192843066,0.432,0.356,0.249752632359989
"GLCCI1",780,113263,7,7973374,8138710,748,51,455258,2.6434,0.0041037,NA,"endothelial",1,0.289298146387883,0.125,0.143,1
"GLCCI1",780,113263,7,7973374,8138710,748,51,455258,2.6434,0.0041037,NA,"hybrid",0.0148927744421732,0.370152174251401,0.379,0.309,1
"GLCCI1",780,113263,7,7973374,8138710,748,51,455258,2.6434,0.0041037,NA,"opc",8.25438828904753e-31,0.460794281848758,0.898,0.778,2.26112458401879e-26
"GLCCI1",780,113263,7,7973374,8138710,748,51,455258,2.6434,0.0041037,NA,"macrophage",0.109435597874024,1.83200102675945,0.6,0,1
"GMNN",509,51053,6,24740159,24796327,314,35,455258,1.9812,0.023784,NA,"macrophage",0.502334954360502,0.984736999538467,0.2,0,1
"GNE",356,10020,9,36204438,36312053,446,37,455258,1.9737,0.024206,NA,"endothelial",0.219302649679319,0.291715123999426,0.125,0,1
"GOLPH3",635,64083,5,32114817,32209425,320,38,455258,2.0023,0.022626,NA,"endothelial",0.296713008516268,0.673971397607914,0.375,0.214,1
"GPATCH8",438,23131,17,42462645,42615957,362,23,455258,2.4328,0.0074918,NA,"endothelial",0.0590758008026896,0.724495533883124,0.875,0.714,1
"GPATCH8",438,23131,17,42462645,42615957,362,23,455258,2.4328,0.0074918,NA,"macrophage",0.383220631285644,-0.588321705261972,0.6,0.75,1
"GPC5",93,2262,13,92015935,93529490,5627,243,455258,2.7036,0.0034292,NA,"microglia",7.42697538486847e-07,-0.42729410523838,0.064,0.129,0.0203447136717702
"GPC5",93,2262,13,92015935,93529490,5627,243,455258,2.7036,0.0034292,NA,"endothelial",0.0290835696786417,3.62379335684261,0.625,0.286,1
"GPC5",93,2262,13,92015935,93529490,5627,243,455258,2.7036,0.0034292,NA,"macrophage",0.502334954360502,0.839116803525182,0.2,0,1
"GPC5",93,2262,13,92015935,93529490,5627,243,455258,2.7036,0.0034292,NA,"astrocytes",2.78439032260626e-24,-0.266070682726014,0.993,0.995,7.62728041071532e-20
"GPX3",115,2878,5,150364999,150418554,209,35,455258,2.0121,0.022103,NA,"macrophage",0.502334954360502,0.574805129781368,0.2,0,1
"GPX3",115,2878,5,150364999,150418554,209,35,455258,2.0121,0.022103,NA,"endothelial",0.10105025592541,1.29368660320494,0.625,0.357,1
"GRAMD1B",623,57476,11,123290191,123508478,893,134,455258,2.4524,0.0070951,NA,"opc",1.22536804240683e-12,0.271087520413245,0.658,0.5,3.35665067856503e-08
"GRAMD1B",623,57476,11,123290191,123508478,893,134,455258,2.4524,0.0070951,NA,"astrocytes",8.87923219704504e-08,0.289542990624818,0.639,0.555,0.00243228807573655
"GRAMD1B",623,57476,11,123290191,123508478,893,134,455258,2.4524,0.0070951,NA,"macrophage",0.771018624180564,0.414135630882715,0.4,0.25,1
"GREB1L",689,80000,18,18787203,19115384,433,30,455258,2.1388,0.016226,NA,"oligodendrocytes",1.66966517981673e-71,-0.686595633459274,0.276,0.453,4.57371382707197e-67
"GRIA1",117,2890,5,152835084,153203429,1616,92,455258,2.3095,0.010457,NA,"macrophage",0.866815285127422,-0.386691171697518,0.2,0.25,1
"GRIA1",117,2890,5,152835084,153203429,1616,92,455258,2.3095,0.010457,NA,"astrocytes",2.00169807109078e-10,0.260838333196607,0.29,0.175,5.48325152613897e-06
"GRIN2C",118,2905,17,72828162,72891966,230,29,455258,2.6489,0.0040381,NA,"astrocytes",1.26798553250827e-20,-0.469541324279778,0.543,0.691,3.47339276919989e-16
"GUK1",119,2987,1,228292668,228346656,120,27,455258,2.1505,0.015759,NA,"macrophage",0.308369335861521,-1.67877063342932,0.2,0.5,1
"GUK1",119,2987,1,228292668,228346656,120,27,455258,2.1505,0.015759,NA,"endothelial",0.132487937090736,-0.792667622444018,0.125,0.5,1
"HAVCR2",735,84868,5,156502843,156571248,348,28,455258,2.5718,0.0050584,NA,"macrophage",0.893272830142212,-0.455768477000924,0.4,0.5,1
"HBEGF",72,1839,5,139702428,139761188,126,32,455258,3.6501,0.00013109,NA,"macrophage",0.502334954360502,0.574805129781368,0.2,0,1
"HBS1L",388,10767,6,135271516,135411036,477,26,455258,2.1731,0.014888,NA,"endothelial",0.304978908217208,-0.440580143114431,0,0.143,1
"HEXB",121,3074,5,73900547,74027113,412,58,455258,2.4177,0.0078087,NA,"endothelial",0.304978908217208,-0.385074723702001,0,0.143,1
"HIP1R",310,9026,12,123284045,123357508,334,22,455258,2.8325,0.0023094,NA,"oligodendrocytes",3.47484003212615e-25,-0.386420782401113,0.509,0.556,9.51862930000316e-21
"HMG20A",371,10363,15,77678018,77787945,263,28,455258,2.199,0.01394,NA,"endothelial",0.896219493416114,0.567329737206476,0.25,0.286,1
"HMG20A",371,10363,15,77678018,77787945,263,28,455258,2.199,0.01394,NA,"macrophage",0.109435597874024,1.73705869537749,0.6,0,1
"HP1BP3",507,50809,1,21059170,21148808,234,28,455258,3.2467,0.0005838,NA,"macrophage",0.662427484737242,-0.379865626050684,0.2,0.5,1
"HP1BP3",507,50809,1,21059170,21148808,234,28,455258,3.2467,0.0005838,NA,"endothelial",0.501871508800882,0.303454948888546,0.75,0.5,1
"HP1BP3",507,50809,1,21059170,21148808,234,28,455258,3.2467,0.0005838,NA,"astrocytes",2.27582792963926e-06,0.284733960143867,0.576,0.511,0.0623417544766082
"HP1BP3",507,50809,1,21059170,21148808,234,28,455258,3.2467,0.0005838,NA,"neurons",5.04533636766714e-41,0.2979306884903,0.611,0.585,1.38206899119506e-36
"HP1BP3",507,50809,1,21059170,21148808,234,28,455258,3.2467,0.0005838,NA,"opc",1.73023870718762e-48,0.521238135218456,0.809,0.587,4.73964289059906e-44
"HP1BP3",507,50809,1,21059170,21148808,234,28,455258,3.2467,0.0005838,NA,"oligodendrocytes",3.01459342240391e-90,0.537538339413973,0.732,0.519,8.25787576199103e-86
"HPS5",419,11234,11,18290217,18378751,297,26,455258,2.2078,0.013628,NA,"endothelial",0.304978908217208,-0.673505534854651,0,0.143,1
"HPS5",419,11234,11,18290217,18378751,297,26,455258,2.2078,0.013628,NA,"macrophage",0.866815285127422,-0.386691171697518,0.2,0.25,1
"HS3ST5",872,222537,6,114366750,114698540,893,92,455258,2.1642,0.015225,NA,"oligodendrocytes",3.0256718584527e-52,-0.540812742141743,0.607,0.704,8.28822292185949e-48
"HS3ST5",872,222537,6,114366750,114698540,893,92,455258,2.1642,0.015225,NA,"macrophage",0.371093369522698,-1.35426173459129,0,0.25,1
"HSPA4",126,3308,5,132352662,132450709,356,26,455258,3.0668,0.0010817,NA,"macrophage",0.371093369522698,-0.961496301478887,0,0.25,1
"HSPA4",126,3308,5,132352662,132450709,356,26,455258,3.0668,0.0010817,NA,"endothelial",0.209567584938445,1.03731018344443,0.375,0.143,1
"HTRA1",207,5654,10,124186041,124284424,436,49,455258,2.7497,0.0029829,NA,"macrophage",0.371093369522698,-0.727099676953022,0,0.25,1
"HTRA1",207,5654,10,124186041,124284424,436,49,455258,2.7497,0.0029829,NA,"oligodendrocytes",6.23529560766297e-62,0.466072833551599,0.609,0.416,1.70803452580712e-57
"HYDIN",545,54768,16,70831287,71299625,839,62,455258,2.0701,0.01922,NA,"hybrid",0.0397333214295887,-0.350490963188583,0.485,0.559,1
"HYDIN",545,54768,16,70831287,71299625,839,62,455258,2.0701,0.01922,NA,"macrophage",0.371093369522698,-0.961496301478887,0,0.25,1
"HYDIN",545,54768,16,70831287,71299625,839,62,455258,2.0701,0.01922,NA,"oligodendrocytes",1.03054257458523e-41,-0.473269275810777,0.237,0.362,2.82296527456131e-37
"ICA1L",810,130026,2,203627873,203771708,441,32,455258,3.5501,0.00019254,NA,"endothelial",0.446849211582901,0.581134760508939,0.25,0.143,1
"ILF3",129,3609,19,10729937,10813095,253,25,455258,2.1308,0.016554,NA,"macrophage",0.371093369522698,-1.41263740715836,0,0.25,1
"IMMT",402,10989,2,86361055,86458264,412,23,455258,1.965,0.024709,NA,"endothelial",0.231383095379733,-0.536397643484291,0.125,0.429,1
"IMMT",402,10989,2,86361055,86458264,412,23,455258,1.965,0.024709,NA,"macrophage",0.240420786368435,1.5079580844688,0.4,0,1
"INF2",642,64423,14,105112902,105195947,391,55,455258,2.0339,0.020982,NA,"oligodendrocytes",9.62419205211715e-19,-0.342975457556001,0.512,0.542,2.63635492883645e-14
"INO80E",902,283899,16,29972485,30027112,112,13,455258,3.7419,9.1315e-05,NA,"endothelial",0.429509577939263,-0.359593690821379,0.125,0.286,1
"INO80E",902,283899,16,29972485,30027112,112,13,455258,3.7419,9.1315e-05,NA,"macrophage",0.240420786368435,1.47058935650427,0.4,0,1
"INPP5K",533,51763,17,1387869,1455182,279,24,455258,3.2416,0.00059421,NA,"macrophage",0.371093369522698,-0.727099676953022,0,0.25,1
"INPP5K",533,51763,17,1387869,1455182,279,24,455258,3.2416,0.00059421,NA,"endothelial",0.219302649679319,0.534250211674774,0.125,0,1
"INTS1",474,26173,7,1499913,1579018,337,17,455258,2.6205,0.0043898,NA,"macrophage",0.502334954360502,0.957919848624492,0.2,0,1
"INTS1",474,26173,7,1499913,1579018,337,17,455258,2.6205,0.0043898,NA,"endothelial",0.304978908217208,-0.388951618082125,0,0.143,1
"IP6K1",347,9807,3,49751728,49858973,258,28,455258,2.273,0.011513,NA,"endothelial",0.576959937431562,0.458305714685708,0.25,0.143,1
"IQCD",787,115811,12,113623246,113694086,255,20,455258,2.7283,0.0031833,NA,"endothelial",0.304978908217208,-0.531944454143449,0,0.143,1
"IQUB",848,154865,7,123081993,123209718,370,33,455258,1.9926,0.023154,NA,"endothelial",0.219302649679319,0.534250211674774,0.125,0,1
"ITGAM",134,3684,16,31236288,31354213,308,20,455258,2.5752,0.0050098,NA,"macrophage",0.771018624180564,0.372554115122424,0.4,0.25,1
"ITGAX",135,3687,16,31331488,31404320,231,27,455258,2.2595,0.011926,NA,"macrophage",0.533388947519626,-0.333612483660017,0.6,0.75,1
"ITGAX",135,3687,16,31331488,31404320,231,27,455258,2.2595,0.011926,NA,"microglia",0.000257932608823458,-0.331163297143353,0.554,0.571,1
"ITGB8",136,3696,7,20335345,20465382,521,42,455258,2.0234,0.021514,NA,"astrocytes",9.15395285174536e-29,0.621994102758575,0.673,0.494,2.50754230467861e-24
"ITGB8",136,3696,7,20335345,20465382,521,42,455258,2.0234,0.021514,NA,"oligodendrocytes",1.07951727046486e-52,0.420602204864141,0.614,0.433,2.9571216589844e-48
"ITGB8",136,3696,7,20335345,20465382,521,42,455258,2.0234,0.021514,NA,"macrophage",0.371093369522698,-1.41263740715836,0,0.25,1
"KAT8",721,84148,16,31093985,31152714,127,19,455258,4.7059,1.2639e-06,NA,"endothelial",0.188525795669001,-0.769735500295005,0,0.214,1
"KAT8",721,84148,16,31093985,31152714,127,19,455258,4.7059,1.2639e-06,NA,"macrophage",0.502334954360502,0.574805129781368,0.2,0,1
"KATNA1",414,11104,6,149906009,150005154,252,11,455258,2.2777,0.011372,NA,"endothelial",0.784430000051681,-0.281239564099378,0.125,0.071,1
"KATNA1",414,11104,6,149906009,150005154,252,11,455258,2.2777,0.011372,NA,"macrophage",0.371093369522698,-0.727099676953022,0,0.25,1
"KATNAL1",719,84056,13,30766767,30916624,586,58,455258,1.98,0.023852,NA,"endothelial",0.429509577939263,-0.52790245202938,0.125,0.286,1
"KATNAL2",710,83473,18,44462565,44638614,643,34,455258,2.1397,0.016189,NA,"hybrid",0.00118047813631067,-0.305510044321511,0.087,0.184,1
"KCNJ3",138,3760,2,155520093,155724864,842,75,455258,2.1428,0.016064,NA,"neurons",9.02525304997429e-35,0.290321264517224,0.878,0.893,2.47228756797946e-30
"KCNJ3",138,3760,2,155520093,155724864,842,75,455258,2.1428,0.016064,NA,"hybrid",0.000307709628323683,0.338634310558989,0.723,0.622,1
"KCTD13",883,253980,16,29907657,29972545,117,17,455258,3.4622,0.0002679,NA,"endothelial",0.509732312204875,0.347209256734703,0.25,0.143,1
"KCTD13",883,253980,16,29907657,29972545,117,17,455258,3.4622,0.0002679,NA,"astrocytes",3.42788153377169e-09,0.269340661214427,0.33,0.224,9.38999588546079e-05
"KCTD13",883,253980,16,29907657,29972545,117,17,455258,3.4622,0.0002679,NA,"macrophage",0.371093369522698,-0.961496301478887,0,0.25,1
"KDM4B",432,23030,19,4934123,5163609,1013,55,455258,3.2641,0.00054901,NA,"endothelial",0.33879487186911,-0.485733480666501,0.125,0.357,1
"KIF1C",386,10749,17,4866243,4941694,312,36,455258,3.4289,0.00030303,NA,"endothelial",0.304978908217208,-0.31997618356869,0,0.143,1
"KIF21B",433,23046,1,200928514,201027828,390,35,455258,3.3248,0.00044248,NA,"macrophage",0.502334954360502,0.957919848624492,0.2,0,1
"KLF16",717,83855,19,1842398,1898564,169,20,455258,2.1266,0.016726,NA,"macrophage",0.371093369522698,-0.961496301478887,0,0.25,1
"KLHDC9",807,126823,1,161033151,161080138,146,43,455258,3.7398,9.2065e-05,NA,"endothelial",0.219302649679319,0.291715123999426,0.125,0,1
"KRIT1",30,889,7,91818283,91910414,169,37,455258,2.4165,0.0078349,NA,"macrophage",0.240420786368435,1.213079731243,0.4,0,1
"KRIT1",30,889,7,91818283,91910414,169,37,455258,2.4165,0.0078349,NA,"endothelial",0.535892399107106,0.837789358188915,0.375,0.286,1
"LACTB",783,114294,15,63378999,63444260,351,24,455258,2.8192,0.002407,NA,"macrophage",0.866815285127422,-0.386691171697518,0.2,0.25,1
"LAMTOR4",957,389541,7,99711530,99761833,133,31,455258,3.927,4.3003e-05,NA,"macrophage",0.371093369522698,-1.20827751248565,0,0.25,1
"LAMTOR4",957,389541,7,99711530,99761833,133,31,455258,3.927,4.3003e-05,NA,"endothelial",0.188525795669001,-0.716986098327083,0,0.214,1
"LAPTM5",280,7805,1,31195315,31265683,229,37,455258,2.037,0.020824,NA,"macrophage",0.502334954360502,0.78338359846419,0.6,0.25,1
"LARP4",779,113251,12,50759592,50883788,291,19,455258,2.2436,0.01243,NA,"macrophage",1,0.683071814669021,0.2,0.25,1
"LARP4",779,113251,12,50759592,50883788,291,19,455258,2.2436,0.01243,NA,"opc",9.75868238533658e-08,-0.255516581346968,0.27,0.341,0.00267319586581525
"LARP4",779,113251,12,50759592,50883788,291,19,455258,2.2436,0.01243,NA,"endothelial",0.0648244897857776,0.852313891109949,0.25,0,1
"LASP1",146,3927,17,36991112,37088023,386,64,455258,2.2423,0.012471,NA,"macrophage",0.308369335861521,-0.805168716173623,0.2,0.5,1
"LATS1",316,9113,6,149969289,150074392,246,19,455258,2.4112,0.0079493,NA,"endothelial",0.209567584938445,1.06770612701206,0.375,0.143,1
"LDB3",418,11155,10,88391542,88505829,596,59,455258,2.1612,0.015339,NA,"endothelial",0.0352236258419399,-1.98829581666779,0.125,0.571,1
"LDB3",418,11155,10,88391542,88505829,596,59,455258,2.1612,0.015339,NA,"oligodendrocytes",2.07458487775105e-95,-0.671504530795931,0.397,0.586,5.68291035562344e-91
"LENG1",668,79165,19,54649377,54698446,195,47,455258,2.8345,0.0022949,NA,"endothelial",0.219302649679319,0.558705919705714,0.125,0,1
"LHFPL2",363,10184,5,77771038,77979648,581,47,455258,2.1902,0.014255,NA,"macrophage",0.347654480133319,-1.23694712329369,0.2,0.75,1
"LILRB4",404,11006,19,55139271,55191810,337,41,455258,1.9775,0.023994,NA,"macrophage",0.371093369522698,-0.727099676953022,0,0.25,1
"LMAN2",397,10960,5,176748563,176813885,150,24,455258,2.7017,0.0034498,NA,"endothelial",0.229902909174636,0.502664284186174,0.25,0.071,1
"LMBRD1",594,55788,6,70375641,70542049,760,31,455258,2.5008,0.006196,NA,"macrophage",0.502334954360502,0.870931831760235,0.2,0,1
"LMBRD1",594,55788,6,70375641,70542049,760,31,455258,2.5008,0.006196,NA,"endothelial",0.200776707553268,0.796672741470105,0.5,0.214,1
"LPXN",331,9404,11,58284344,58380688,252,29,455258,2.1746,0.014828,NA,"endothelial",0.277361641668256,0.530357682258093,0.25,0.071,1
"LRRC25",806,126364,19,18491947,18543428,179,34,455258,2.5221,0.0058326,NA,"macrophage",0.502334954360502,0.574805129781368,0.2,0,1
"LRRC6",457,23639,8,133574201,133722863,432,40,455258,2.2936,0.010906,NA,"endothelial",0.219302649679319,0.648974061246445,0.125,0,1
"LRRD1",971,401387,7,91764169,91843900,145,21,455258,2.3249,0.010037,NA,"endothelial",0.219302649679319,0.661444879113888,0.125,0,1
"LTBP4",291,8425,19,41064072,41145725,290,33,455258,2.5562,0.0052905,NA,"endothelial",0.329103698960477,-0.78782308266465,0.125,0.286,1
"MAFK",282,7975,7,1535368,1592679,270,14,455258,3.5164,0.0002187,NA,"endothelial",0.250941126272247,-0.977578533447118,0.25,0.429,1
"MALT1",393,10892,18,56303618,56427371,410,44,455258,2.4386,0.0073729,NA,"macrophage",0.502334954360502,0.870931831760235,0.2,0,1
"MAP3K7",254,6885,6,91213292,91332020,418,29,455258,2.2998,0.01073,NA,"endothelial",0.258279427997375,-0.730115736052873,0.125,0.357,1
