"Genename","X","GENE","CHR","START","STOP","NSNPS","NPARAM","N","ZSTAT","P","X.1","cell_type","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CCDC6",283,8030,10,61538505,61701414,814,35,455258,3.5658,0.0001814,NA,"endothelial_Alzheimer",0.265165317119773,-0.250726955956484,0.125,0.429,1
"CCDC62",732,84660,12,123224056,123321927,403,32,455258,2.7931,0.0026105,NA,NA,NA,NA,NA,NA,NA
"CCDC79",901,283847,16,66778879,66870523,259,21,455258,2.9014,0.0018576,NA,NA,NA,NA,NA,NA,NA
"CCDC85B",405,11007,11,65622875,65669106,160,25,455258,3.5936,0.0001631,NA,NA,NA,NA,NA,NA,NA
"CCDC9",471,26093,19,47724731,47787329,189,26,455258,2.1175,0.017107,NA,NA,NA,NA,NA,NA,NA
"CCDC92",695,80212,12,124410955,124492373,259,20,455258,2.7692,0.0028095,NA,"endothelial_Alzheimer",0.429509577939263,-0.453058160010301,0.125,0.286,1
"CCDC92",695,80212,12,124410955,124492373,259,20,455258,2.7692,0.0028095,NA,"macrophage_Alzheimer",0.502334954360502,-0.568907630507982,0.4,0.5,1
"CCDC97",751,90324,19,41781094,41840788,139,15,455258,2.0604,0.019679,NA,"endothelial_Alzheimer",0.681566892794477,0.46731354926308,0.125,0.071,1
"CCNH",31,902,5,86677310,86743850,191,31,455258,1.9719,0.024312,NA,"hybrid_Alzheimer",0.011022493675748,0.325806192233747,0.67,0.575,1
"CCNH",31,902,5,86677310,86743850,191,31,455258,1.9719,0.024312,NA,"oligodendrocytes_Alzheimer",3.07698258131052e-40,0.331064320189979,0.851,0.743,8.42877838498391e-36
"CCNH",31,902,5,86677310,86743850,191,31,455258,1.9719,0.024312,NA,"microglia_Alzheimer",4.385867281796e-07,0.311986210541718,0.662,0.526,0.0120142062450238
"CCNH",31,902,5,86677310,86743850,191,31,455258,1.9719,0.024312,NA,"endothelial_Alzheimer",0.535306366472753,1.19890734408092,0.5,0.5,1
"CCNJ",539,54619,10,97768159,97830627,227,41,455258,2.2565,0.012021,NA,NA,NA,NA,NA,NA,NA
"CCNT2",32,905,2,135641363,135726915,237,24,455258,3.334,0.00042803,NA,"endothelial_Alzheimer",0.0376563269406493,1.0357995127084,0.75,0.357,1
"CCNT2",32,905,2,135641363,135726915,237,24,455258,3.334,0.00042803,NA,"macrophage_Alzheimer",0.866815285127422,-0.343318356904706,0.2,0.25,1
"CD14",34,929,5,140001313,140048286,186,28,455258,2.7836,0.0026879,NA,"macrophage_Alzheimer",0.502334954360502,0.984736999538467,0.2,0,1
"CD164",303,8763,6,109677717,109738762,240,26,455258,2.2716,0.011554,NA,"endothelial_Alzheimer",0.482944525631805,-0.462628317322824,0.25,0.357,1
"CD164",303,8763,6,109677717,109738762,240,26,455258,2.2716,0.011554,NA,"microglia_Alzheimer",1.3590829414299e-10,0.348019907160982,0.324,0.181,3.72293590145892e-06
"CD1D",33,912,1,158112828,158166217,164,18,455258,1.9676,0.024557,NA,NA,NA,NA,NA,NA,NA
"CD2AP",453,23607,6,47410482,47604999,666,33,455258,5.1456,1.3331e-07,NA,"macrophage_Alzheimer",0.240420786368435,1.2821333394079,0.4,0,1
"CD33",36,945,19,51693335,51753274,214,37,455258,4.3074,8.2589e-06,NA,NA,NA,NA,NA,NA,NA
"CD3EAP",392,10849,19,45874467,45924024,165,34,455258,4.0673,2.3777e-05,NA,NA,NA,NA,NA,NA,NA
"CD55",64,1604,1,207459817,207544311,266,21,455258,3.0688,0.0010747,NA,"endothelial_Alzheimer",0.681566892794477,0.553769483271616,0.125,0.071,1
"CD93",428,22918,20,23049993,23101977,255,32,455258,2.4199,0.0077621,NA,"macrophage_Alzheimer",0.240420786368435,1.213079731243,0.4,0,1
"CD93",428,22918,20,23049993,23101977,255,32,455258,2.4199,0.0077621,NA,"endothelial_Alzheimer",0.188525795669001,-0.871243601850127,0,0.214,1
"CDH24",640,64403,14,23506270,23561747,175,39,455258,2.3447,0.0095209,NA,NA,NA,NA,NA,NA,NA
"CDHR4",954,389118,3,49818165,49872254,131,29,455258,2.2976,0.010791,NA,NA,NA,NA,NA,NA,NA
"CDK3",37,1018,17,73961235,74012080,237,39,455258,1.9706,0.024383,NA,NA,NA,NA,NA,NA,NA
"CDKN2C",38,1031,1,51399367,51450309,104,24,455258,2.7315,0.0031521,NA,NA,NA,NA,NA,NA,NA
"CEACAM16",950,388551,19,45167421,45223986,242,50,455258,7.5247,2.6423e-14,NA,NA,NA,NA,NA,NA,NA
"CEACAM19",614,56971,19,45139724,45197631,190,38,455258,7.1378,4.7418e-13,NA,"endothelial_Alzheimer",0.681566892794477,0.341401570014472,0.125,0.071,1
"CEACAM19",614,56971,19,45139724,45197631,190,38,455258,7.1378,4.7418e-13,NA,"macrophage_Alzheimer",0.371093369522698,-1.35426173459129,0,0.25,1
"CEACAM20",805,125931,19,45000211,45068548,362,63,455258,6.0956,5.4511e-10,NA,NA,NA,NA,NA,NA,NA
"CEBPZ",361,10153,2,37418772,37493740,330,38,455258,2.2674,0.011684,NA,"endothelial_Alzheimer",0.0190758114783159,1.32187251431051,0.375,0,1
"CENPBD1",770,92806,16,90026183,90074240,299,33,455258,2.0537,0.02,NA,NA,NA,NA,NA,NA,NA
"CEP164",425,22897,11,117149792,117293982,455,47,455258,2.3253,0.010027,NA,"endothelial_Alzheimer",0.188525795669001,-0.622760869321564,0,0.214,1
"CEP164",425,22897,11,117149792,117293982,455,47,455258,2.3253,0.010027,NA,"astrocytes_Alzheimer",7.64141567641929e-08,0.268834563752963,0.409,0.31,0.00209321299624154
"CEP89",737,84902,19,33359904,33497930,737,43,455258,2.4797,0.0065747,NA,NA,NA,NA,NA,NA,NA
"CERK",649,64781,22,47070307,47169152,512,54,455258,2.1533,0.015646,NA,"macrophage_Alzheimer",0.371093369522698,-1.35426173459129,0,0.25,1
"CFL1",39,1072,11,65612282,65660804,147,25,455258,3.3974,0.00034018,NA,"endothelial_Alzheimer",0.591614288017981,-0.430602748159466,0.25,0.357,1
"CGGBP1",298,8545,3,88091100,88234016,512,18,455258,2.1056,0.017621,NA,"endothelial_Alzheimer",0.429509577939263,-0.361570811358332,0.125,0.286,1
"CGGBP1",298,8545,3,88091100,88234016,512,18,455258,2.1056,0.017621,NA,"macrophage_Alzheimer",0.371093369522698,-1.41263740715836,0,0.25,1
"CHID1",654,66005,11,857859,950058,353,33,455258,2.7843,0.0026823,NA,"macrophage_Alzheimer",0.240420786368435,1.32464051479444,0.4,0,1
"CHPF",672,79586,2,220393669,220443487,191,32,455258,2.6805,0.0036751,NA,NA,NA,NA,NA,NA,NA
"CHRM1",40,1128,11,62666151,62724012,179,39,455258,2.1872,0.014363,NA,"macrophage_Alzheimer",0.371093369522698,-0.961496301478887,0,0.25,1
"CHRNA2",41,1135,8,27307278,27371813,332,46,455258,3.6743,0.00011925,NA,NA,NA,NA,NA,NA,NA
"CHRNE",42,1145,17,4791064,4841369,262,30,455258,3.4552,0.00027494,NA,NA,NA,NA,NA,NA,NA
"CHURC1",762,91612,14,65346079,65420635,382,21,455258,2.0686,0.019292,NA,NA,NA,NA,NA,NA,NA
"CHURC1-FNTB",1008,100529261,14,65346079,65539373,808,52,455258,2.1072,0.017548,NA,"endothelial_Alzheimer",0.188525795669001,-0.660654644398491,0,0.214,1
"CIB4",811,130106,2,26794073,26899211,405,52,455258,2.3818,0.008615,NA,NA,NA,NA,NA,NA,NA
"CKM",43,1158,19,45799671,45861302,256,36,455258,5.4975,1.9264e-08,NA,NA,NA,NA,NA,NA,NA
"CLASRP",416,11129,19,45507298,45584214,193,38,455258,7.1568,4.1284e-13,NA,"macrophage_Alzheimer",0.371093369522698,-0.961496301478887,0,0.25,1
"CLCN1",44,1180,7,142978219,143059097,221,53,455258,2.1569,0.015507,NA,NA,NA,NA,NA,NA,NA
"CLDN20",505,49861,6,155550147,155607682,321,21,455258,2.0136,0.022025,NA,"macrophage_Alzheimer",0.502334954360502,0.957919848624492,0.2,0,1
"CLDND2",804,125875,19,51860352,51907498,258,38,455258,2.1319,0.016507,NA,NA,NA,NA,NA,NA,NA
"CLPTM1",46,1209,19,45422842,45506604,288,20,455258,7.4158,6.0455e-14,NA,"macrophage_Alzheimer",0.371093369522698,-0.961496301478887,0,0.25,1
"CLU",45,1191,8,27444434,27507328,228,35,455258,6.2779,1.7163e-10,NA,"astrocytes_Alzheimer",1.55721082163428e-24,-0.475187330797041,0.934,0.974,4.26566760370278e-20
"CLU",45,1191,8,27444434,27507328,228,35,455258,6.2779,1.7163e-10,NA,"microglia_Alzheimer",1.56912838149934e-05,-0.402960676537878,0.087,0.146,0.429831337544114
"CLU",45,1191,8,27444434,27507328,228,35,455258,6.2779,1.7163e-10,NA,"endothelial_Alzheimer",0.0409993290853395,-1.74233572563207,0,0.429,1
"CLU",45,1191,8,27444434,27507328,228,35,455258,6.2779,1.7163e-10,NA,"oligodendrocytes_Alzheimer",2.96421060432216e-35,0.325873345638659,0.383,0.237,8.11986210841968e-31
"CMTM4",824,146223,16,66638653,66765610,375,27,455258,2.0013,0.022679,NA,"endothelial_Alzheimer",0.760921179222628,0.774887759807847,0.125,0.214,1
"CNGA1",48,1259,4,47927994,48053646,537,31,455258,2.148,0.015857,NA,NA,NA,NA,NA,NA,NA
"CNGB1",47,1258,16,57906244,58040020,576,90,455258,2.1831,0.014514,NA,NA,NA,NA,NA,NA,NA
"CNN2",49,1265,19,991274,1049064,486,55,455258,6.0514,7.1795e-10,NA,"endothelial_Alzheimer",0.377249244815454,-0.761831864155204,0.125,0.286,1
"CNPY4",878,245812,7,99682265,99733131,162,34,455258,3.2567,0.00056364,NA,"endothelial_Alzheimer",0.219302649679319,0.360602320442382,0.125,0,1
"CNR1",50,1268,6,88839583,88911063,305,46,455258,2.0765,0.018922,NA,"endothelial_Alzheimer",0.681566892794477,0.402799502052662,0.125,0.071,1
"CNTF",51,1270,11,58355146,58403206,146,28,455258,2.1558,0.015549,NA,NA,NA,NA,NA,NA,NA
"CNTNAP2",469,26047,7,145778453,148128090,11341,368,455258,2.3874,0.0084842,NA,"microglia_Alzheimer",0.0027835465990613,-0.356431281995244,0.35,0.394,1
"CNTNAP2",469,26047,7,145778453,148128090,11341,368,455258,2.3874,0.0084842,NA,"opc_Alzheimer",2.47877417529943e-06,-0.251772622974372,0.666,0.724,0.0679010609839772
"CNTNAP2",469,26047,7,145778453,148128090,11341,368,455258,2.3874,0.0084842,NA,"oligodendrocytes_Alzheimer",1.30028970755455e-45,0.51208515909228,0.732,0.589,3.56188359590417e-41
"COASY",698,80347,17,40678485,40728299,182,33,455258,2.0322,0.021069,NA,"endothelial_Alzheimer",0.304978908217208,-0.347833445657638,0,0.143,1
"COASY",698,80347,17,40678485,40728299,182,33,455258,2.0322,0.021069,NA,"macrophage_Alzheimer",0.371093369522698,-1.41263740715836,0,0.25,1
"COG7",764,91949,16,23389814,23499583,211,22,455258,2.436,0.0074247,NA,"macrophage_Alzheimer",0.502334954360502,0.870931831760235,0.2,0,1
"COG7",764,91949,16,23389814,23499583,211,22,455258,2.436,0.0074247,NA,"endothelial_Alzheimer",0.744948776453898,0.372699257896725,0.25,0.214,1
"COPS6",400,10980,7,99651583,99699823,131,31,455258,3.534,0.00020463,NA,NA,NA,NA,NA,NA,NA
"COX11",52,1353,17,53019259,53081064,238,22,455258,2.0001,0.022742,NA,"endothelial_Alzheimer",0.304978908217208,-0.333674922851734,0,0.143,1
"COX19",756,90639,7,994486,1050235,386,44,455258,2.0646,0.019481,NA,"endothelial_Alzheimer",0.485748782984516,-0.507658161480573,0.125,0.286,1
"COX19",756,90639,7,994486,1050235,386,44,455258,2.0646,0.019481,NA,"macrophage_Alzheimer",0.502334954360502,0.957919848624492,0.2,0,1
"COX5A",330,9377,15,75202616,75265495,191,28,455258,2.452,0.0071025,NA,"macrophage_Alzheimer",0.502334954360502,0.957919848624492,0.2,0,1
"CR1",53,1378,1,207634473,207825110,624,61,455258,6.4942,4.1745e-11,NA,"macrophage_Alzheimer",0.502334954360502,1.01094337768658,0.2,0,1
"CR1L",54,1379,1,207783458,207907036,665,42,455258,5.6803,6.7234e-09,NA,NA,NA,NA,NA,NA,NA
"CR2",55,1380,1,207592645,207673240,286,33,455258,3.0634,0.0010944,NA,NA,NA,NA,NA,NA,NA
"CREB3L4",839,148327,1,153905315,153956840,96,19,455258,1.9887,0.023366,NA,NA,NA,NA,NA,NA,NA
"CRISP1",5,167,6,49791970,49879809,314,27,455258,2.0159,0.021907,NA,NA,NA,NA,NA,NA,NA
"CRYBA1",56,1411,17,27538875,27591512,173,28,455258,2.4251,0.0076522,NA,NA,NA,NA,NA,NA,NA
"CSDC2",484,27254,22,41922014,41982670,211,27,455258,1.9839,0.023631,NA,"endothelial_Alzheimer",0.188525795669001,-0.489118994423392,0,0.214,1
"CSGALNACT2",581,55454,10,43598893,43690756,348,32,455258,2.442,0.0073022,NA,"macrophage_Alzheimer",0.771018624180564,1.02756997164652,0.4,0.25,1
"CSGALNACT2",581,55454,10,43598893,43690756,348,32,455258,2.442,0.0073022,NA,"endothelial_Alzheimer",0.681566892794477,0.440955402577483,0.125,0.071,1
"CSNK1G3",57,1456,5,122812793,122962739,377,32,455258,2.723,0.0032351,NA,"macrophage_Alzheimer",0.466854270822725,-0.672515269588199,0.2,0.5,1
"CSNK1G3",57,1456,5,122812793,122962739,377,32,455258,2.723,0.0032351,NA,"endothelial_Alzheimer",0.612071396358233,-0.266192849634002,0.125,0.214,1
"CSRNP1",645,64651,3,39173342,39231093,243,49,455258,2.0567,0.019855,NA,NA,NA,NA,NA,NA,NA
"CSTF1",58,1477,20,54932427,54989582,190,47,455258,3.3917,0.00034725,NA,"endothelial_Alzheimer",0.219302649679319,0.360602320442382,0.125,0,1
"CTF1",59,1489,16,30872928,30924881,85,14,455258,4.0469,2.5945e-05,NA,NA,NA,NA,NA,NA,NA
"CTSH",60,1512,15,79204092,79272436,338,38,455258,2.1352,0.016373,NA,"macrophage_Alzheimer",0.371093369522698,-1.56848162243236,0,0.25,1
"CTSW",61,1521,11,65612284,65661212,148,25,455258,3.4049,0.000331,NA,NA,NA,NA,NA,NA,NA
"CUL1",294,8454,7,148360631,148508202,478,45,455258,2.1017,0.017791,NA,"endothelial_Alzheimer",0.579415302100425,0.396067916696534,0.375,0.357,1
"CUL1",294,8454,7,148360631,148508202,478,45,455258,2.1017,0.017791,NA,"macrophage_Alzheimer",0.866815285127422,-1.12778569085892,0.2,0.25,1
"CUL9",436,23113,6,43114913,43202325,293,33,455258,2.4066,0.0080511,NA,"endothelial_Alzheimer",0.0679063106075112,1.03371836045182,0.375,0.071,1
"CUL9",436,23113,6,43114913,43202325,293,33,455258,2.4066,0.0080511,NA,"macrophage_Alzheimer",0.866815285127422,-1.07092028017063,0.2,0.25,1
"CYB561",62,1534,17,61499665,61558724,105,23,455258,4.3296,7.4684e-06,NA,NA,NA,NA,NA,NA,NA
"CYLC2",63,1539,9,105722593,105790770,352,33,455258,2.2054,0.013715,NA,NA,NA,NA,NA,NA,NA
"CYP2W1",556,54905,7,985100,1039276,367,48,455258,2.0535,0.02001,NA,NA,NA,NA,NA,NA,NA
"DBH",65,1621,9,136466485,136534466,398,70,455258,2.1139,0.017262,NA,NA,NA,NA,NA,NA,NA
"DBNDD1",658,79007,16,90061279,90120937,351,37,455258,2.0166,0.021868,NA,NA,NA,NA,NA,NA,NA
"DCAF4L1",917,285429,4,41948713,41998484,193,21,455258,2.051,0.020133,NA,NA,NA,NA,NA,NA,NA
"DDX41",526,51428,5,176928578,176978967,102,18,455258,3.7171,0.00010074,NA,"endothelial_Alzheimer",0.219302649679319,0.582281978308029,0.125,0,1
"DDX41",526,51428,5,176928578,176978967,102,18,455258,3.7171,0.00010074,NA,"macrophage_Alzheimer",0.371093369522698,-1.35426173459129,0,0.25,1
"DDX54",661,79039,12,113584978,113658284,247,25,455258,2.5983,0.0046837,NA,"macrophage_Alzheimer",0.371093369522698,-0.727099676953022,0,0.25,1
"DEDD",323,9191,1,161080767,161138192,165,37,455258,4.497,3.446e-06,NA,NA,NA,NA,NA,NA,NA
"DEFB113",879,245927,6,49926390,49972338,154,26,455258,2.4977,0.0062502,NA,NA,NA,NA,NA,NA,NA
"DEFB114",880,245928,6,49918005,49966818,162,24,455258,2.5329,0.0056555,NA,NA,NA,NA,NA,NA,NA
"DEFB133",974,403339,6,49903814,49952157,164,19,455258,2.5904,0.0047938,NA,NA,NA,NA,NA,NA,NA
"DENND4B",352,9909,1,153891977,153954162,124,20,455258,2.0075,0.022348,NA,"macrophage_Alzheimer",0.502334954360502,-0.480729308467777,0.4,0.5,1
"DESI1",487,27351,22,41984032,42052079,232,28,455258,2.7023,0.0034428,NA,"macrophage_Alzheimer",0.502334954360502,0.957919848624492,0.2,0,1
"DMPK",67,1760,19,46262975,46320815,188,31,455258,3.2478,0.00058145,NA,"endothelial_Alzheimer",0.0126285705808097,-1.78767020348374,0,0.571,1
"DMRTA2",634,63950,1,50873223,50924119,124,28,455258,2.7488,0.0029904,NA,NA,NA,NA,NA,NA,NA
"DMWD",68,1762,19,46276205,46331060,203,29,455258,3.3072,0.00047112,NA,NA,NA,NA,NA,NA,NA
"DNASE2B",630,58511,1,84829215,84890691,271,31,455258,2.4047,0.0080926,NA,NA,NA,NA,NA,NA,NA
"DND1",937,373863,5,140040381,140088171,155,22,455258,2.7677,0.002823,NA,NA,NA,NA,NA,NA,NA
"DNPH1",379,10591,6,43183367,43232211,203,43,455258,2.0337,0.02099,NA,NA,NA,NA,NA,NA,NA
"DOC2A",293,8448,16,30006835,30058424,118,14,455258,4.1156,1.9305e-05,NA,"macrophage_Alzheimer",0.502334954360502,1.01094337768658,0.2,0,1
"DOCK7",746,85440,1,62910397,63189039,566,24,455258,2.2288,0.012913,NA,"macrophage_Alzheimer",0.371093369522698,-1.20827751248565,0,0.25,1
"DOK3",687,79930,5,176918905,176972490,103,21,455258,3.6308,0.00014125,NA,"macrophage_Alzheimer",0.502334954360502,0.839116803525182,0.2,0,1
"DRAP1",378,10589,11,65651728,65699048,134,25,455258,2.8039,0.0025248,NA,NA,NA,NA,NA,NA,NA
"DRD1",70,1812,5,174857675,174906163,256,36,455258,2.2693,0.011624,NA,NA,NA,NA,NA,NA,NA
"DRG2",71,1819,17,17956181,18021299,198,25,455258,3.1402,0.00084428,NA,NA,NA,NA,NA,NA,NA
"DYDC1",819,143241,10,82085858,82151523,319,21,455258,2.4013,0.0081684,NA,NA,NA,NA,NA,NA,NA
"DYDC2",727,84332,10,82069501,82137829,280,22,455258,2.6343,0.0042161,NA,NA,NA,NA,NA,NA,NA
"DYNC1LI2",69,1783,16,66744796,66820526,214,20,455258,3.0546,0.0011267,NA,"macrophage_Alzheimer",0.502334954360502,0.574805129781368,0.2,0,1
"DYNC1LI2",69,1783,16,66744796,66820526,214,20,455258,3.0546,0.0011267,NA,"endothelial_Alzheimer",0.896219493416114,0.442181787469509,0.25,0.286,1
"DYNLRB2",713,83657,16,80539854,80594713,313,45,455258,2.506,0.0061052,NA,NA,NA,NA,NA,NA,NA
"ECHDC1",596,55862,6,127599857,127700214,244,24,455258,1.9975,0.022883,NA,"oligodendrocytes_Alzheimer",2.93717914460633e-11,-0.260334010935428,0.14,0.19,8.04581483082012e-07
"ECHDC1",596,55862,6,127599857,127700214,244,24,455258,1.9975,0.022883,NA,"endothelial_Alzheimer",0.429509577939263,-0.441862782902749,0.125,0.286,1
"EFEMP2",501,30008,11,65623912,65675405,174,29,455258,3.5442,0.00019692,NA,NA,NA,NA,NA,NA,NA
"EGFR",73,1956,7,55051678,55289262,941,117,455258,2.088,0.018401,NA,"opc_Alzheimer",5.38489297917001e-67,0.841305291145113,0.782,0.515,1.47508373378404e-62
"EGFR",73,1956,7,55051678,55289262,941,117,455258,2.088,0.018401,NA,"endothelial_Alzheimer",0.848185287402627,0.488464683577716,0.375,0.429,1
"EGFR",73,1956,7,55051678,55289262,941,117,455258,2.088,0.018401,NA,"neurons_Alzheimer",0.000141943972370344,0.313412605988343,0.245,0.228,1
"EGFR",73,1956,7,55051678,55289262,941,117,455258,2.088,0.018401,NA,"hybrid_Alzheimer",0.00808826495871739,0.448097850445151,0.367,0.281,1
"EGFR",73,1956,7,55051678,55289262,941,117,455258,2.088,0.018401,NA,"astrocytes_Alzheimer",2.24905796635462e-14,0.436405551138075,0.758,0.68,6.16084448723522e-10
"EIF4E",74,1977,4,99789607,99886786,350,28,455258,2.8751,0.0020194,NA,"endothelial_Alzheimer",0.304978908217208,-0.574026681970103,0,0.143,1
"EIF4E",74,1977,4,99789607,99886786,350,28,455258,2.8751,0.0020194,NA,"macrophage_Alzheimer",1,0.257637322585446,0.2,0.25,1
"EIF4E3",921,317649,3,71718440,71838924,421,51,455258,2.178,0.014702,NA,"endothelial_Alzheimer",0.0648244897857776,0.832831234603195,0.25,0,1
"EIF4EBP3",300,8637,5,139892251,139939163,91,22,455258,2.5693,0.0050957,NA,NA,NA,NA,NA,NA,NA
"EIF4G3",301,8672,1,21122785,21538381,1111,36,455258,3.4334,0.00029808,NA,"hybrid_Alzheimer",0.0729354166543341,-0.266902243094474,0.689,0.725,1
"EIF4G3",301,8672,1,21122785,21538381,1111,36,455258,3.4334,0.00029808,NA,"endothelial_Alzheimer",0.754957067790266,-0.33682971605756,0.625,0.714,1
"EIF4G3",301,8672,1,21122785,21538381,1111,36,455258,3.4334,0.00029808,NA,"macrophage_Alzheimer",0.442770873987768,-0.526196776458283,0.4,0.75,1
"ELF5",75,2001,11,34490342,34570347,300,39,455258,2.0739,0.019044,NA,NA,NA,NA,NA,NA,NA
"EML2",460,24139,19,46102658,46183775,365,41,455258,2.9995,0.0013522,NA,NA,NA,NA,NA,NA,NA
"ENAH",587,55740,1,225664534,225875845,652,45,455258,3.9441,4.0049e-05,NA,"macrophage_Alzheimer",0.502334954360502,0.574805129781368,0.2,0,1
"ENAH",587,55740,1,225664534,225875845,652,45,455258,3.9441,4.0049e-05,NA,"endothelial_Alzheimer",0.106823312732276,-1.03730692081794,0.25,0.714,1
"ENAH",587,55740,1,225664534,225875845,652,45,455258,3.9441,4.0049e-05,NA,"opc_Alzheimer",5.72212794268667e-09,-0.261154717423967,0.706,0.728,0.000156746250734016
"ENO3",77,2027,17,4818404,4870426,208,43,455258,3.0735,0.0010578,NA,NA,NA,NA,NA,NA,NA
"EPC1",697,80314,10,32546644,32702726,731,52,455258,3.0631,0.0010952,NA,"endothelial_Alzheimer",0.590890662326577,0.580969201803709,0.5,0.571,1
"EPC1",697,80314,10,32546644,32702726,731,52,455258,3.0631,0.0010952,NA,"macrophage_Alzheimer",0.124772736043723,1.39963519804253,0.8,0.25,1
"EPHA1",78,2041,7,143078205,143140985,219,46,455258,6.6487,1.4787e-11,NA,"macrophage_Alzheimer",0.502334954360502,0.957919848624492,0.2,0,1
"EPHB4",79,2050,7,100390187,100460143,239,41,455258,2.9861,0.001413,NA,NA,NA,NA,NA,NA,NA
"EPHX2",80,2053,8,27313519,27412439,477,50,455258,3.657,0.0001276,NA,"macrophage_Alzheimer",0.502334954360502,0.870931831760235,0.2,0,1
"EPS8",81,2059,12,15763075,15977510,342,71,455258,2.6552,0.0039634,NA,"endothelial_Alzheimer",0.0185373390951049,1.23783119632566,1,0.929,1
"EPS8",81,2059,12,15763075,15977510,342,71,455258,2.6552,0.0039634,NA,"macrophage_Alzheimer",0.902116593107254,-0.395925193213766,1,0.5,1
"ERCC1",82,2067,19,45900591,46017241,454,55,455258,4.6304,1.8252e-06,NA,"endothelial_Alzheimer",0.681566892794477,0.256789971518187,0.125,0.071,1
"ERCC2",83,2068,19,45844649,45908845,214,38,455258,4.1397,1.7387e-05,NA,NA,NA,NA,NA,NA,NA
"ERCC6",84,2074,10,50652526,50782169,461,40,455258,2.104,0.01769,NA,"macrophage_Alzheimer",0.502334954360502,0.839116803525182,0.2,0,1
"ERCC6",84,2074,10,50652526,50782169,461,40,455258,2.104,0.01769,NA,"endothelial_Alzheimer",0.219302649679319,0.558705919705714,0.125,0,1
"ERCC6-PGBD3",1015,101243544,10,50713151,50782584,275,28,455258,2.3989,0.0082218,NA,NA,NA,NA,NA,NA,NA
"ERO1L",500,30001,14,53098605,53197419,261,41,455258,2.6452,0.0040821,NA,NA,NA,NA,NA,NA,NA
"ETFB",85,2109,19,51838409,51904672,340,46,455258,2.1573,0.015492,NA,NA,NA,NA,NA,NA,NA
"EXOC3L2",752,90332,19,45705879,45772469,306,32,455258,7.5217,2.7027e-14,NA,NA,NA,NA,NA,NA,NA
"EXT1",86,2131,8,118801602,119159058,1264,90,455258,2.3218,0.010122,NA,"macrophage_Alzheimer",0.308369335861521,-1.23419395981737,0.2,0.5,1
"EXT1",86,2131,8,118801602,119159058,1264,90,455258,2.3218,0.010122,NA,"endothelial_Alzheimer",0.010947084718701,-2.94005969237171,0.25,0.714,1
"EZH2",87,2146,7,148494464,148616441,331,44,455258,2.0409,0.020629,NA,NA,NA,NA,NA,NA,NA
"F11R",508,50848,1,160955001,161026133,283,30,455258,2.2833,0.011207,NA,NA,NA,NA,NA,NA,NA
"FAF1",415,11124,1,50896935,51460936,1334,54,455258,3.0735,0.0010578,NA,"hybrid_Alzheimer",0.110211411315802,-0.328871814726778,0.576,0.637,1
"FAF1",415,11124,1,50896935,51460936,1334,54,455258,3.0735,0.0010578,NA,"macrophage_Alzheimer",1,-0.963244955441165,0.6,0.5,1
"FAF1",415,11124,1,50896935,51460936,1334,54,455258,3.0735,0.0010578,NA,"endothelial_Alzheimer",0.16797519235138,-0.411467352125217,0.375,0.929,1
"FAM110B",753,90362,8,58872068,59072277,582,53,455258,2.4045,0.0080982,NA,"hybrid_Alzheimer",0.190689960020146,0.254854832703754,0.295,0.262,1
"FAM110B",753,90362,8,58872068,59072277,582,53,455258,2.4045,0.0080982,NA,"endothelial_Alzheimer",0.612071396358233,-0.70064902688211,0.125,0.214,1
"FAM131B",344,9715,7,143040493,143114397,230,62,455258,6.4461,5.7398e-11,NA,NA,NA,NA,NA,NA,NA
"FAM135B",510,51059,8,139132266,139544065,1779,146,455258,2.7603,0.0028872,NA,"hybrid_Alzheimer",0.101041716674992,-0.309056879043486,0.367,0.422,1
"FAM135B",510,51059,8,139132266,139544065,1779,146,455258,2.7603,0.0028872,NA,"macrophage_Alzheimer",0.866815285127422,-0.386691171697518,0.2,0.25,1
"FAM160A1",989,729830,4,152295398,152601655,964,28,455258,2.4434,0.0072744,NA,NA,NA,NA,NA,NA,NA
"FAM163B",980,642968,9,136432141,136509472,363,58,455258,2.2899,0.011013,NA,NA,NA,NA,NA,NA,NA
"FAM169B",900,283777,15,98970391,99092611,600,53,455258,3.0665,0.0010828,NA,NA,NA,NA,NA,NA,NA
"FAM171A2",904,284069,17,42421101,42476235,102,27,455258,3.2293,0.00062053,NA,NA,NA,NA,NA,NA,NA
"FAM177A1",898,283635,14,35479113,35562589,364,28,455258,2.1435,0.016035,NA,"macrophage_Alzheimer",0.371093369522698,-1.35426173459129,0,0.25,1
"FAM177A1",898,283635,14,35479113,35562589,364,28,455258,2.1435,0.016035,NA,"endothelial_Alzheimer",0.0648244897857776,0.832831234603195,0.25,0,1
"FAM193B",538,54540,5,176936790,177016548,198,27,455258,3.0243,0.0012462,NA,"endothelial_Alzheimer",0.173235754128996,-0.732220924406881,0.125,0.429,1
"FAM193B",538,54540,5,176936790,177016548,198,27,455258,3.0243,0.0012462,NA,"macrophage_Alzheimer",0.560509091438514,0.585193032206399,0.4,0.25,1
"FAM19A2",923,338811,12,62092029,62621620,2269,114,455258,2.0502,0.020173,NA,"macrophage_Alzheimer",0.866815285127422,-0.837832277376988,0.2,0.25,1
